년도,학교명,설립유형,지역명,입학정원,졸업생수,전임교원수,재학생,신입생경쟁률,신입생충원율,취업률,외국인학생수,전임교원1인당학생수,전임교원확보율,전임교원강의담당비율,학생1인당연간장학금,연평균등록금,학생1인당교육비,기숙사수용율,학생1인당도서자료수
2022,홍익대학교,사립,서울,2421 ,3065 ,553 ,12163 ,16.2 ,99.9 ,67.7 ,1668 ,26.86 ,65.68 ,69.7 ,3812880.3 ,8333.5 ,12700.2 ,13.2 ,90.0 
2022,홍익대학교-제2캠퍼스,사립,세종,1299 ,1439 ,197 ,5385 ,7.8 ,99.6 ,66.9 ,110 ,27.90 ,72.96 ,69.6 ,4235510.0 ,8444.5 ,0.0 ,24.9 ,0.0 
2022,화성의과학대학교,사립,경기,246 ,116 ,34 ,374 ,4.2 ,26.1 ,67.5 ,0 ,28.94 ,170.00 ,74.6 ,1021009.7 ,6970.5 ,9693.5 ,27.8 ,26.6 
2023,가야대학교(고령)-제2캠퍼스,사립,경북,0 ,0 ,0 ,0 ,0.0 ,0.0 ,0.0 ,0 ,0.00 ,0.00 ,0.0 ,0.0 ,,,,
2023,가야대학교(김해),사립,경남,460 ,523 ,76 ,1698 ,6.8 ,82.2 ,70.7 ,17 ,30.16 ,87.36 ,69.4 ,3774750.9 ,,,,
2023,가천대학교,사립,경기,4131 ,3846 ,938 ,20563 ,16.8 ,100.0 ,69.7 ,2743 ,19.99 ,82.43 ,61.2 ,3565844.8 ,,,,
2023,가톨릭관동대학교,사립,강원,1644 ,1768 ,389 ,5939 ,3.7 ,60.4 ,64.3 ,83 ,22.55 ,122.33 ,78.2 ,3715715.0 ,,,,
2023,가톨릭꽃동네대학교,사립,충북,108 ,92 ,23 ,411 ,7.5 ,97.3 ,79.8 ,2 ,25.30 ,95.83 ,72.6 ,5680676.4 ,,,,
2023,가톨릭대학교,사립,경기,1574 ,1501 ,268 ,7240 ,13.2 ,99.9 ,66.0 ,815 ,29.82 ,65.53 ,59.9 ,3425471.1 ,,,,
2023,가톨릭대학교-제2캠퍼스,사립,서울,173 ,178 ,981 ,903 ,34.5 ,100.0 ,91.5 ,0 ,2.79 ,521.81 ,81.6 ,2810683.7 ,,,,
2023,가톨릭대학교-제3캠퍼스,사립,서울,50 ,39 ,17 ,200 ,1.4 ,100.0 ,0.0 ,6 ,25.18 ,113.33 ,66.4 ,5638223.3 ,,,,
2023,감리교신학대학교,사립,서울,192 ,159 ,26 ,604 ,1.2 ,73.8 ,0.0 ,1 ,67.19 ,42.62 ,60.8 ,4677795.4 ,,,,
2023,강남대학교,사립,경기,1491 ,1532 ,232 ,6503 ,7.9 ,100.0 ,63.8 ,124 ,29.61 ,75.32 ,68.9 ,3638262.2 ,7535.1 ,12787.8 ,14.1 ,84.8 
2023,강서대학교,사립,서울,277 ,251 ,53 ,1644 ,13.7 ,100.0 ,70.0 ,516 ,25.66 ,68.83 ,58.3 ,3511847.4 ,7113.4 ,10033.7 ,12.5 ,67.3 
2023,강원대학교-제2캠퍼스,국립,강원,1369 ,1244 ,197 ,5224 ,4.6 ,99.6 ,68.3 ,40 ,32.60 ,70.61 ,59.1 ,3529316.7 ,4248.0 ,0.0 ,48.0 ,0.0 
2023,강원대학교,국립,강원,3156 ,2930 ,808 ,13807 ,7.9 ,100.0 ,62.0 ,393 ,20.78 ,93.19 ,60.5 ,2838582.8 ,4102.9 ,19895.9 ,27.9 ,75.8 
2023,건국대학교,사립,서울,3000 ,3412 ,623 ,15688 ,17.4 ,98.9 ,70.5 ,2185 ,30.47 ,59.16 ,60.5 ,3450271.2 ,8322.3 ,16669.5 ,19.1 ,59.0 
2023,건국대학교(글로컬),사립,충북,1569 ,1610 ,419 ,6844 ,9.7 ,99.6 ,66.6 ,96 ,17.17 ,109.11 ,61.9 ,4162872.7 ,8077.1 ,17740.6 ,31.7 ,99.7 
2023,건양대학교,사립,충남,757 ,660 ,110 ,2920 ,4.8 ,94.0 ,70.0 ,125 ,29.04 ,85.27 ,60.2 ,4117104.7 ,6418.1 ,16416.3 ,46.9 ,71.1 
2023,건양대학교-제2캠퍼스,사립,대전,866 ,815 ,256 ,3584 ,9.4 ,100.0 ,85.6 ,2 ,16.49 ,105.79 ,80.6 ,3736244.3 ,7225.9 ,0.0 ,33.4 ,0.0 
2023,경기대학교-제2캠퍼스,사립,서울,328 ,437 ,30 ,2103 ,18.9 ,99.4 ,67.1 ,564 ,50.60 ,40.14 ,52.8 ,3617158.3 ,7110.0 ,0.0 ,0.0 ,0.0 
2023,경기대학교,사립,경기,2598 ,2690 ,486 ,12050 ,9.3 ,99.6 ,66.2 ,980 ,27.45 ,72.17 ,64.2 ,3871556.9 ,7369.3 ,12363.9 ,17.8 ,87.3 
2023,경남과학기술대학교,국립,경남,0 ,1046 ,0 ,2641 ,0.0 ,0.0 ,58.8 ,0 ,0.00 ,0.00 ,65.6 ,2921282.4 ,3824.0 ,0.0 ,0.0 ,0.0 
2023,경남대학교,사립,경남,2060 ,2707 ,412 ,9551 ,4.4 ,86.0 ,65.6 ,297 ,28.89 ,82.73 ,78.0 ,3555427.6 ,6535.7 ,12662.1 ,16.4 ,90.2 
2023,경동대학교-제4캠퍼스,사립,경기,619 ,606 ,100 ,2546 ,6.6 ,100.0 ,74.8 ,177 ,26.37 ,84.75 ,82.4 ,3511654.0 ,7947.0 ,0.0 ,19.6 ,0.0 
2023,경동대학교,사립,강원,1 ,141 ,25 ,731 ,3.5 ,50.0 ,75.3 ,678 ,6.16 ,80.65 ,87.7 ,5562812.8 ,6790.8 ,10733.4 ,72.0 ,57.5 
2023,경동대학교-제2캠퍼스,사립,강원,0 ,0 ,0 ,0 ,0.0 ,0.0 ,0.0 ,0 ,0.00 ,0.00 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
2023,경동대학교-제3캠퍼스,사립,강원,935 ,920 ,104 ,3783 ,5.5 ,96.5 ,83.8 ,0 ,36.89 ,55.32 ,76.8 ,3667930.9 ,8590.3 ,0.0 ,26.9 ,0.0 
2023,경북대학교,국립,대구,4659 ,4738 ,1396 ,21658 ,12.8 ,99.9 ,60.8 ,1371 ,20.22 ,92.01 ,61.0 ,2960376.9 ,4499.8 ,23839.2 ,23.3 ,129.1 
2023,경상국립대학교,국립,경남,4260 ,3026 ,1027 ,14990 ,6.6 ,99.7 ,53.7 ,205 ,18.78 ,112.90 ,70.5 ,2911049.1 ,4075.9 ,20126.8 ,27.4 ,82.3 
2023,경성대학교,사립,부산,2765 ,2698 ,403 ,11870 ,6.3 ,99.3 ,57.0 ,1084 ,30.86 ,69.84 ,70.2 ,3552840.1 ,6576.5 ,10737.7 ,11.9 ,78.8 
2023,경운대학교,사립,경북,1184 ,972 ,176 ,4390 ,5.0 ,99.1 ,72.0 ,192 ,28.27 ,77.53 ,71.9 ,4792321.2 ,7714.2 ,13328.9 ,33.4 ,103.8 
2023,경일대학교,사립,경북,1551 ,1469 ,262 ,6801 ,4.5 ,89.3 ,66.0 ,374 ,25.12 ,77.29 ,86.9 ,4392618.4 ,7376.0 ,12212.5 ,22.9 ,75.5 
2023,경희대학교,사립,서울,4830 ,6247 ,1396 ,25960 ,15.6 ,99.7 ,70.7 ,4302 ,20.76 ,75.79 ,58.9 ,3273417.7 ,7991.4 ,17304.6 ,17.1 ,77.6 
2023,계명대학교,사립,대구,4620 ,4829 ,844 ,20789 ,7.0 ,100.0 ,59.7 ,1719 ,26.34 ,77.01 ,73.1 ,4068575.6 ,7279.4 ,14145.5 ,13.3 ,92.1 
2023,고려대학교,사립,서울,3884 ,4391 ,1525 ,20373 ,10.4 ,99.8 ,70.9 ,3358 ,20.37 ,94.37 ,53.3 ,3519182.9 ,8335.4 ,32087.3 ,12.0 ,110.6 
2023,고려대학교(세종),사립,세종,1449 ,1450 ,259 ,6574 ,10.4 ,100.0 ,67.4 ,474 ,26.49 ,71.55 ,65.6 ,3643707.1 ,8473.5 ,19593.4 ,36.3 ,64.2 
2023,고신대학교,사립,부산,861 ,743 ,283 ,3250 ,5.8 ,83.1 ,70.9 ,52 ,19.00 ,123.58 ,69.1 ,4161363.5 ,6654.0 ,14969.6 ,43.1 ,103.0 
2023,광신대학교,사립,광주,122 ,110 ,50 ,454 ,1.5 ,100.0 ,58.5 ,32 ,27.60 ,100.00 ,67.2 ,4924412.2 ,5967.8 ,9357.0 ,24.0 ,177.2 
2023,광운대학교,사립,서울,1684 ,1913 ,323 ,8447 ,13.0 ,99.9 ,68.2 ,989 ,28.29 ,67.57 ,65.5 ,3202615.4 ,7885.0 ,15735.0 ,12.2 ,82.6 
2023,광주가톨릭대학교,사립,전남,40 ,16 ,16 ,58 ,0.4 ,32.5 ,0.0 ,0 ,15.63 ,320.00 ,82.4 ,0.0 ,0.0 ,25681.5 ,234.7 ,2515.7 
2023,광주과학기술원,특별법법인,광주,200 ,139 ,188 ,833 ,19.3 ,107.0 ,57.4 ,34 ,13.83 ,136.23 ,58.6 ,6409258.6 ,2060.0 ,94641.1 ,99.8 ,98.2 
2023,광주대학교,사립,광주,1423 ,1463 ,230 ,5710 ,4.6 ,86.2 ,64.4 ,320 ,29.37 ,79.58 ,76.0 ,4233582.9 ,6591.9 ,12537.6 ,28.6 ,97.2 
2023,광주여자대학교,사립,광주,912 ,938 ,127 ,3559 ,3.6 ,96.5 ,66.7 ,883 ,30.76 ,70.95 ,69.9 ,4716962.3 ,6303.4 ,11180.3 ,30.4 ,80.4 
2023,국립강릉원주대학교,국립,강원,1195 ,1181 ,276 ,5054 ,5.5 ,99.2 ,57.4 ,247 ,22.74 ,97.53 ,59.9 ,3154484.3 ,4253.3 ,17892.7 ,43.2 ,102.6 
2023,국립강릉원주대학교-제2캠퍼스,국립,강원,485 ,456 ,94 ,2098 ,6.2 ,99.8 ,65.1 ,7 ,24.18 ,85.45 ,84.1 ,3269623.3 ,4288.4 ,0.0 ,29.8 ,0.0 
2023,국립공주대학교,국립,충남,2815 ,2879 ,569 ,12167 ,7.9 ,99.9 ,62.1 ,258 ,26.65 ,78.31 ,67.6 ,2793194.7 ,3828.3 ,16160.4 ,32.7 ,87.4 
2023,국립군산대학교,국립,전북,1683 ,1451 ,332 ,6367 ,4.3 ,95.6 ,61.6 ,322 ,25.36 ,91.46 ,72.9 ,2919776.4 ,3918.3 ,18442.2 ,23.3 ,98.9 
2023,국립금오공과대학교,국립,경북,1214 ,1250 ,232 ,4994 ,5.2 ,99.8 ,66.2 ,95 ,26.61 ,78.20 ,70.9 ,2995739.0 ,3765.6 ,18692.7 ,36.3 ,97.9 
2023,국립목포대학교,국립,전남,1485 ,1433 ,289 ,5929 ,5.0 ,86.7 ,63.8 ,166 ,27.54 ,94.14 ,70.5 ,3628123.2 ,3887.2 ,21527.6 ,26.9 ,92.9 
2023,국립목포해양대학교,국립,전남,659 ,510 ,124 ,2503 ,4.5 ,96.4 ,81.6 ,7 ,23.61 ,92.54 ,77.3 ,2515252.9 ,3404.8 ,22620.9 ,85.2 ,94.4 
2023,국립부경대학교,국립,부산,3270 ,3451 ,615 ,15304 ,7.8 ,99.5 ,57.5 ,1062 ,27.61 ,69.65 ,67.0 ,2915728.8 ,4035.5 ,17819.2 ,25.3 ,76.2 
2023,국립순천대학교,국립,전남,1638 ,1407 ,318 ,6522 ,5.7 ,96.8 ,59.0 ,288 ,25.78 ,87.09 ,67.6 ,2958582.1 ,3951.4 ,18789.0 ,29.3 ,112.6 
2023,국립안동대학교,국립,경북,1370 ,1287 ,271 ,4837 ,4.4 ,86.6 ,58.2 ,30 ,25.89 ,100.37 ,69.1 ,3431488.7 ,3748.9 ,19916.1 ,30.3 ,154.0 
2023,국립창원대학교,국립,경남,1754 ,1719 ,347 ,7481 ,6.4 ,98.2 ,60.1 ,283 ,28.52 ,80.80 ,61.0 ,2934687.2 ,3876.8 ,20671.3 ,26.9 ,88.4 
2023,국립한국교통대학교,국립,충북,1911 ,1874 ,321 ,7934 ,5.1 ,99.8 ,66.8 ,77 ,26.64 ,77.16 ,63.3 ,2963403.2 ,4110.2 ,18876.4 ,23.2 ,88.7 
2023,국립한국해양대학교,국립,부산,1372 ,1419 ,279 ,6167 ,5.4 ,100.1 ,75.8 ,187 ,23.77 ,82.06 ,68.7 ,2777533.3 ,3723.6 ,21360.3 ,44.3 ,85.4 
2023,국립한밭대학교,국립,대전,1886 ,1891 ,300 ,8320 ,7.0 ,99.6 ,64.4 ,377 ,27.55 ,70.42 ,61.9 ,2888943.9 ,4471.0 ,17261.2 ,17.3 ,77.6 
2023,국민대학교,사립,서울,2966 ,3518 ,663 ,14799 ,9.8 ,100.0 ,70.5 ,1951 ,24.42 ,72.70 ,65.2 ,3807968.8 ,7976.0 ,16730.3 ,11.7 ,81.3 
2023,극동대학교,사립,충북,888 ,834 ,133 ,2763 ,3.6 ,57.9 ,70.9 ,259 ,29.16 ,90.48 ,67.1 ,4130164.9 ,7581.2 ,11809.8 ,38.0 ,106.7 
2023,금강대학교,사립,충남,110 ,79 ,15 ,188 ,0.9 ,51.8 ,52.1 ,1 ,32.53 ,166.67 ,28.5 ,8587322.4 ,6598.0 ,33176.5 ,154.9 ,610.9 
2023,김천대학교,사립,경북,634 ,621 ,104 ,2305 ,4.6 ,85.2 ,73.1 ,439 ,27.34 ,87.39 ,68.6 ,4538808.1 ,7114.5 ,11829.3 ,54.2 ,123.4 
2023,나사렛대학교,사립,충남,1211 ,1101 ,173 ,4808 ,5.5 ,96.6 ,68.3 ,279 ,30.49 ,75.55 ,81.6 ,4536246.0 ,7207.4 ,12111.6 ,22.9 ,83.3 
2023,남부대학교,사립,광주,617 ,772 ,115 ,2849 ,5.3 ,97.6 ,74.0 ,343 ,27.46 ,72.33 ,65.1 ,3842702.1 ,6545.4 ,12250.2 ,33.5 ,38.6 
2023,남서울대학교,사립,충남,2187 ,2168 ,317 ,8962 ,9.5 ,100.0 ,67.9 ,1219 ,28.94 ,69.98 ,63.9 ,4095772.1 ,7924.0 ,12712.9 ,14.3 ,94.7 
2023,단국대학교,사립,경기,2275 ,2786 ,500 ,11510 ,13.5 ,100.0 ,65.3 ,945 ,28.72 ,69.74 ,58.3 ,3384183.2 ,8073.4 ,15332.3 ,18.6 ,77.7 
2023,단국대학교-제2캠퍼스,사립,충남,2355 ,2582 ,520 ,10713 ,8.6 ,100.0 ,67.5 ,174 ,21.56 ,84.14 ,60.7 ,3670683.7 ,8223.0 ,0.0 ,19.8 ,0.0 
2023,대구가톨릭대학교,사립,경북,2494 ,2448 ,570 ,10980 ,6.3 ,97.8 ,62.7 ,208 ,23.88 ,92.08 ,69.5 ,4168100.5 ,7257.4 ,13407.0 ,24.2 ,107.6 
2023,대구경북과학기술원,특별법법인,대구,220 ,163 ,136 ,833 ,18.7 ,96.8 ,64.6 ,0 ,17.49 ,121.43 ,68.7 ,2741536.9 ,7280.0 ,104124.6 ,109.6 ,153.8 
2023,대구대학교,사립,경북,3850 ,3857 ,546 ,15756 ,5.2 ,96.3 ,59.3 ,1415 ,33.10 ,68.85 ,76.1 ,4303730.3 ,6922.8 ,13467.6 ,26.0 ,92.0 
2023,대구예술대학교,사립,경북,330 ,199 ,29 ,429 ,1.2 ,21.4 ,53.0 ,35 ,50.93 ,131.82 ,47.1 ,4040966.7 ,8307.2 ,13171.1 ,42.0 ,207.2 
2023,대구외국어대학교,사립,경북,0 ,0 ,0 ,0 ,0.0 ,0.0 ,0.0 ,0 ,0.00 ,0.00 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
2023,대구한의대학교,사립,경북,1488 ,1477 ,230 ,6350 ,5.9 ,97.3 ,66.4 ,822 ,29.41 ,63.54 ,76.3 ,4357706.8 ,7270.1 ,14551.6 ,14.3 ,103.0 
2023,대신대학교,사립,경북,116 ,98 ,28 ,436 ,2.4 ,100.0 ,56.3 ,72 ,28.61 ,83.87 ,56.2 ,5566530.1 ,6545.7 ,11929.4 ,24.8 ,190.1 
2023,대전가톨릭대학교,사립,세종,40 ,5 ,11 ,35 ,0.2 ,20.0 ,0.0 ,2 ,26.82 ,366.67 ,55.4 ,4203281.3 ,5760.0 ,61978.8 ,910.5 ,2810.4 
2023,대전대학교,사립,대전,1857 ,1899 ,315 ,8295 ,6.8 ,98.3 ,67.1 ,505 ,28.86 ,70.00 ,67.5 ,3872948.8 ,7383.0 ,14410.4 ,26.4 ,94.3 
2023,대전신학대학교,사립,대전,32 ,16 ,8 ,41 ,0.3 ,18.8 ,0.0 ,0 ,47.88 ,100.00 ,60.8 ,5955579.7 ,5956.0 ,20194.6 ,24.4 ,556.4 
2023,대진대학교,사립,경기,1703 ,1556 ,256 ,7118 ,7.7 ,99.9 ,67.9 ,256 ,30.33 ,71.91 ,70.6 ,4133487.3 ,7256.0 ,13043.5 ,20.1 ,95.2 
2023,덕성여자대학교,사립,서울,1120 ,1411 ,209 ,5385 ,15.5 ,100.0 ,61.6 ,483 ,24.52 ,79.47 ,67.7 ,3142558.1 ,7187.6 ,14063.2 ,15.3 ,141.0 
2023,동국대학교,사립,서울,2778 ,3488 ,681 ,13416 ,19.0 ,100.0 ,69.7 ,1833 ,24.69 ,76.09 ,59.3 ,3556377.6 ,8006.8 ,17522.0 ,13.8 ,98.6 
2023,동국대학교(WISE),사립,경북,1754 ,1634 ,319 ,6873 ,6.7 ,99.8 ,64.4 ,181 ,25.01 ,85.29 ,60.0 ,3970731.1 ,7938.4 ,15115.1 ,25.9 ,105.5 
2023,동덕여자대학교,사립,서울,1577 ,1564 ,223 ,6981 ,12.9 ,99.8 ,68.0 ,225 ,31.07 ,65.59 ,75.3 ,3487172.1 ,7456.3 ,11720.4 ,11.7 ,79.4 
2023,동명대학교,사립,부산,1618 ,1637 ,246 ,6986 ,5.1 ,87.0 ,65.4 ,539 ,29.20 ,68.91 ,72.5 ,4385063.8 ,7035.4 ,13614.9 ,14.0 ,88.8 
2023,동서대학교,사립,부산,2094 ,2173 ,347 ,8978 ,5.4 ,90.2 ,66.5 ,930 ,26.85 ,78.68 ,72.1 ,4055175.0 ,6907.3 ,12521.1 ,23.1 ,89.4 
2023,동신대학교,사립,전남,1508 ,1542 ,249 ,5740 ,3.7 ,91.3 ,68.8 ,374 ,27.82 ,73.45 ,81.2 ,4432337.7 ,6707.6 ,14136.0 ,19.9 ,94.1 
2023,동아대학교,사립,부산,4058 ,4178 ,779 ,17869 ,6.5 ,99.9 ,59.1 ,937 ,25.80 ,81.15 ,68.7 ,3815686.5 ,7078.8 ,13690.2 ,13.0 ,72.7 
2023,동양대학교,사립,경북,990 ,733 ,139 ,3893 ,4.4 ,100.0 ,64.1 ,149 ,31.23 ,70.20 ,76.1 ,3915980.3 ,7233.4 ,11528.3 ,53.8 ,92.5 
2023,동의대학교,사립,부산,3617 ,3406 ,556 ,14267 ,5.0 ,98.2 ,62.1 ,175 ,28.37 ,76.58 ,81.7 ,3867194.7 ,6616.5 ,11703.3 ,21.5 ,84.1 
2023,루터대학교,사립,경기,85 ,78 ,16 ,346 ,3.6 ,100.0 ,74.6 ,1 ,27.31 ,88.89 ,64.1 ,4267816.8 ,6334.5 ,14370.8 ,27.1 ,113.3 
2023,명지대학교,사립,경기,1264 ,1571 ,266 ,6072 ,9.1 ,99.9 ,72.2 ,431 ,24.83 ,74.72 ,65.9 ,3574478.6 ,9158.0 ,12881.4 ,30.7 ,105.9 
2023,명지대학교-제2캠퍼스,사립,서울,1263 ,1992 ,240 ,7674 ,10.3 ,99.8 ,67.2 ,1934 ,32.52 ,62.50 ,59.4 ,3421279.3 ,6994.4 ,0.0 ,11.9 ,0.0 
2023,목원대학교,사립,대전,1815 ,1469 ,276 ,7041 ,5.6 ,100.0 ,62.2 ,750 ,30.38 ,74.80 ,54.6 ,4212403.5 ,7297.3 ,11859.7 ,21.0 ,92.8 
2023,목포가톨릭대학교,사립,전남,120 ,116 ,18 ,509 ,4.7 ,95.8 ,81.0 ,1 ,26.67 ,72.00 ,70.1 ,4946391.4 ,6539.0 ,14481.9 ,39.9 ,107.1 
2023,배재대학교,사립,대전,1845 ,1592 ,279 ,7589 ,5.8 ,98.6 ,63.4 ,518 ,31.61 ,71.91 ,73.5 ,3716750.6 ,7282.1 ,12097.0 ,22.2 ,95.2 
2023,백석대학교,사립,충남,2890 ,2817 ,477 ,11632 ,6.9 ,100.0 ,67.6 ,244 ,30.78 ,70.67 ,75.1 ,3700678.3 ,7917.5 ,11972.2 ,14.7 ,86.2 
2023,부산가톨릭대학교,사립,부산,735 ,945 ,138 ,3534 ,7.2 ,95.8 ,74.1 ,237 ,27.04 ,74.19 ,81.8 ,4697372.4 ,6850.8 ,12517.1 ,13.8 ,104.3 
2023,부산대학교,국립,부산,4291 ,4278 ,1425 ,19759 ,10.7 ,99.8 ,61.1 ,1114 ,20.60 ,89.62 ,58.2 ,2959075.4 ,4464.8 ,23129.9 ,20.8 ,94.8 
2023,부산외국어대학교,사립,부산,1470 ,1546 ,237 ,6735 ,4.4 ,99.7 ,60.1 ,1003 ,31.83 ,75.00 ,69.2 ,3266689.9 ,6280.8 ,10396.3 ,23.2 ,118.2 
2023,부산장신대학교,사립,경남,32 ,50 ,17 ,133 ,1.7 ,100.0 ,75.0 ,1 ,31.88 ,100.00 ,79.2 ,5902532.8 ,5815.1 ,13750.0 ,65.8 ,222.9 
2023,삼육대학교,사립,서울,1137 ,1286 ,215 ,5445 ,13.6 ,100.0 ,69.0 ,271 ,24.93 ,69.81 ,60.9 ,4161127.2 ,7830.3 ,14992.0 ,22.1 ,87.4 
2023,상명대학교,사립,서울,1379 ,1462 ,266 ,6322 ,9.7 ,99.9 ,64.5 ,418 ,25.66 ,74.93 ,82.8 ,3598741.8 ,7773.5 ,14775.5 ,8.7 ,89.5 
2023,상명대학교-제2캠퍼스,사립,충남,1367 ,1369 ,215 ,5551 ,8.2 ,100.0 ,67.6 ,103 ,25.26 ,75.70 ,84.9 ,4024013.4 ,8148.7 ,0.0 ,19.1 ,0.0 
2023,상지대학교,사립,강원,1758 ,1242 ,254 ,6320 ,5.0 ,86.0 ,69.9 ,146 ,35.77 ,77.68 ,72.0 ,3307329.7 ,7245.3 ,12157.0 ,27.8 ,110.8 
2023,서강대학교,사립,서울,1602 ,1886 ,413 ,8100 ,18.7 ,99.1 ,73.9 ,2066 ,31.32 ,69.06 ,60.2 ,2911339.3 ,8000.0 ,19196.0 ,12.4 ,120.5 
2023,서경대학교,사립,서울,1309 ,1362 ,255 ,6660 ,16.8 ,100.0 ,72.6 ,753 ,22.10 ,77.04 ,66.3 ,3561324.3 ,7966.2 ,12727.9 ,11.1 ,94.2 
2023,서남대학교,사립,전북,0 ,0 ,0 ,0 ,0.0 ,0.0 ,0.0 ,0 ,0.00 ,0.00 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
2023,서남대학교-제2캠퍼스,사립,충남,0 ,0 ,0 ,0 ,0.0 ,0.0 ,0.0 ,0 ,0.00 ,0.00 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
2023,서울과학기술대학교,국립,서울,2148 ,2163 ,419 ,10115 ,12.4 ,100.0 ,71.5 ,669 ,25.85 ,68.35 ,62.0 ,3180992.5 ,5465.4 ,18312.7 ,22.2 ,69.7 
2023,서울기독대학교,사립,서울,136 ,95 ,27 ,413 ,3.4 ,86.0 ,55.6 ,3 ,35.37 ,96.43 ,50.2 ,3539729.4 ,7468.5 ,10904.3 ,16.4 ,99.7 
2023,서울대학교,국립,서울,3233 ,3113 ,2308 ,16662 ,5.4 ,100.0 ,70.3 ,1452 ,13.32 ,119.28 ,49.4 ,3241590.9 ,6011.7 ,58038.7 ,24.5 ,192.6 
2023,서울시립대학교,국립,서울,1727 ,1951 ,450 ,8697 ,13.3 ,100.0 ,70.4 ,737 ,24.57 ,78.84 ,53.4 ,2137176.7 ,2395.9 ,18447.8 ,11.4 ,102.7 
2023,서울신학대학교,사립,경기,457 ,496 ,103 ,2015 ,5.6 ,100.0 ,65.3 ,209 ,31.32 ,77.44 ,65.4 ,5349776.2 ,7209.3 ,12445.1 ,14.3 ,127.2 
